loss_event_id,campaign_id,event_start_datetime,event_end_datetime,duration_hours,island,area,system_id,system_name,functional_location,asset_id,impact_scope,event_type,cause_category,failure_mode,event_description,root_cause_status,baseline_rate_adt_day,actual_rate_adt_day,production_loss_adt,operations_comment,history_coverage_eligible,maintenance_context,prior_confirmed_notification_count_180d,latest_prior_notification_id,latest_prior_notification_date,latest_prior_responsible_discipline,latest_prior_work_order_id,latest_prior_closure_code,latest_prior_action_type,latest_prior_risk_class,latest_prior_risk_sort_order,days_from_latest_notification_to_loss,latest_completed_corrective_notification_id,latest_completed_corrective_date,days_from_corrective_completion_to_loss
LE000213,C3,2025-07-09T19:45:00,2025-07-10T00:45:00,5.00,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,PLT-RU-UTL-ELD,MCC-UTL-ELD-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4200.48,3251.49,197.71,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000214,C3,2025-07-12T20:45:00,2025-07-13T02:15:00,5.50,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,FV-DIG-CIR-01,Mill,Mill Shutdown,Equipment Failure,ACTUATOR_LEAKAGE,Actuator supply pressure decays while held; mill production stopped for recovery.,Probable,4217.30,31.41,959.27,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000757,2024-12-20,204
LE000215,C3,2025-07-13T12:45:00,2025-07-13T19:00:00,6.25,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,Area,Area Shutdown,Equipment Failure,HYD_PRESS_INSTABILITY,Hydraulic header pressure oscillates under steady demand; area operation stopped and mill output reduced.,Confirmed,4084.08,892.14,831.23,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000932,2025-03-31,Instrumentation,WO0000562,MONITOR_CONDITION,Inspection only,R2,2,104,,,
LE000216,C3,2025-07-15T23:00:00,2025-07-16T01:45:00,2.75,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,PLT-FL-WSH-KNR,M-WSH-KNR-01,Area,Area Shutdown,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; area operation stopped and mill output reduced.,Confirmed,4220.48,1928.33,262.64,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000860,2025-02-12,Electrical,WO0000521,CANCELLED,,R7,7,153,,,
LE000217,C3,2025-07-23T22:30:00,2025-07-24T02:00:00,3.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,PLT-RU-RB-AIR,FT-RB-AIR-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4280.63,3895.48,56.17,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000218,C3,2025-07-26T11:00:00,2025-07-26T11:45:00,0.75,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,PLT-RU-UTL-PWT,M-UTL-PWT-01,Area,Area Shutdown,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; area operation stopped and mill output reduced.,Confirmed,4177.54,960.89,100.52,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000174,2023-06-12,775
LE000219,C3,2025-07-26T23:15:00,2025-07-28T20:00:00,44.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FV-CAU-WLC-01,Area,Area Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; area operation stopped and mill output reduced.,Confirmed,4280.35,1528.57,5130.92,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000930,2025-03-31,Valves,,NO_ACTION_REQUIRED,Inspection only,R2,2,117,,,
LE000220,C3,2025-07-30T17:00:00,2025-07-30T19:15:00,2.25,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,,Area,Area Shutdown,Process Upset,FOULING,Deposits reduced effective process capacity; area operation stopped and mill output reduced.,Confirmed,4214.32,1795.75,226.74,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000221,C3,2025-08-04T08:30:00,2025-08-04T11:00:00,2.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,FT-LIM-LMF-01,System,Production Rate Reduction,Instrumentation / Control,CALIBRATION_DEVIATION,Measured output outside calibration tolerance; mill throughput reduced during stabilization.,Confirmed,4328.00,2944.06,144.16,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000874,2025-02-21,Instrumentation,WO0000529,WORK_COMPLETED,Calibration,R7,7,164,N0000874,2025-05-27,69
LE000222,C3,2025-08-06T13:30:00,2025-08-06T18:00:00,4.50,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,PLT-FL-BLE-TWR,AG-BLE-TWR-01,Mill,Mill Shutdown,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill production stopped for recovery.,Probable,4291.53,41.59,796.86,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000475,2024-04-11,482
LE000223,C3,2025-08-08T04:45:00,2025-08-08T09:00:00,4.25,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,M-DIG-IMP-01,System,Production Rate Reduction,Equipment Failure,OIL_CONTAMINATION,Oil sample shows elevated contamination; mill throughput reduced during stabilization.,Confirmed,4148.27,3499.67,114.86,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000929,2025-03-30,Lubrication,WO0000560,WORK_COMPLETED,Lubrication,R2,2,131,N0000929,2025-04-11,119
LE000224,C3,2025-08-08T11:00:00,2025-08-08T14:45:00,3.75,Recovery & Utilities,Utilities,SYS-RU-UTL-BFW,Boiler Feedwater,PLT-RU-UTL-BFW,PT-UTL-BFW-01,Area,Area Shutdown,Instrumentation / Control,IMPULSE_LINE_RESTRICTION,Pressure response delayed during process change; area operation stopped and mill output reduced.,Confirmed,4190.86,1794.79,374.39,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000225,C3,2025-08-09T20:45:00,2025-08-10T04:15:00,7.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Under Investigation,4147.61,3485.48,206.92,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000226,C3,2025-08-31T01:45:00,2025-08-31T06:00:00,4.25,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,FT-DIG-IMP-01,Mill,Mill Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill production stopped for recovery.,Confirmed,4194.72,32.17,737.12,Shift coordinated isolation and a staged mill restart.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0001089,2025-08-15,Instrumentation,WO0000666,WORK_COMPLETED,Instrument replacement,R3,3,16,N0001089,2025-08-18,13
LE000227,C3,2025-09-11T20:45:00,2025-09-11T23:15:00,2.50,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,PLT-FL-DIG-DIS,M-DIG-DIS-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Probable,4235.24,3807.88,44.52,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000987,2025-05-06,Electrical,WO0000601,WORK_COMPLETED,Tightening,R5,5,128,N0000987,2025-06-09,94
LE000228,C3,2025-09-13T22:15:00,2025-09-14T02:00:00,3.75,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,FV-DIG-IMP-01,System,Production Rate Reduction,Equipment Failure,ACTUATOR_LEAKAGE,Actuator supply pressure decays while held; mill throughput reduced during stabilization.,Probable,4246.51,3878.78,57.46,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000229,C3,2025-09-18T10:45:00,2025-09-18T14:00:00,3.25,Fiber Line,Washing & Screening,SYS-FL-WSH-BSW,Brownstock Washing,PLT-FL-WSH-BSW,P-WSH-BSW-01,Area,Area Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; area operation stopped and mill output reduced.,Probable,4021.42,1909.60,285.98,Available buffers were used while the affected area recovered.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000988,2025-05-07,Mechanical,WO0000602,WORK_COMPLETED,Bearing replacement,R4,4,134,N0000988,2025-05-29,112
LE000230,C3,2025-09-20T03:45:00,2025-09-20T07:30:00,3.75,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,PLT-FL-BLE-STW,M-BLE-STW-01,System,Production Rate Reduction,Equipment Failure,MOTOR_BEARING_VIBRATION,Motor bearing vibration above baseline; mill throughput reduced during stabilization.,Probable,4251.44,3895.36,55.64,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0001031,2025-06-11,Condition Monitoring,,NO_ACTION_REQUIRED,Inspection only,R7,7,101,,,
LE000231,C3,2025-10-03T10:45:00,2025-10-03T19:15:00,8.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,M-LIM-IDF-01,System,Production Rate Reduction,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; mill throughput reduced during stabilization.,Probable,4174.01,3045.48,399.69,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000232,C3,2025-10-05T07:30:00,2025-10-05T10:45:00,3.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,PV-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,EXTERNAL_LEAKAGE,Visible leakage at valve packing; mill throughput reduced during stabilization.,Probable,4161.62,3700.73,62.41,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000974,2025-04-28,Valves,,NO_ACTION_REQUIRED,Inspection only,R4,4,160,N0000176,2023-06-22,836
LE000233,C3,2025-10-08T01:45:00,2025-10-08T04:45:00,3.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,PLT-RU-CAU-LMH,M-CAU-LMH-01,System,Production Rate Reduction,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; mill throughput reduced during stabilization.,Probable,4137.77,3758.61,47.40,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000453,2024-03-07,580
LE000234,C3,2025-10-17T06:30:00,2025-10-17T10:00:00,3.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,PLT-RU-LIM-BRN,,Area,Area Shutdown,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; area operation stopped and mill output reduced.,Under Investigation,4203.70,1727.27,361.15,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000235,C3,2025-10-18T10:15:00,2025-10-18T13:30:00,3.25,Recovery & Utilities,Utilities,SYS-RU-UTL-BFW,Boiler Feedwater,PLT-RU-UTL-BFW,P-UTL-BFW-01,Mill,Mill Shutdown,Equipment Failure,CAVITATION,Crackling noise and unstable suction pressure; mill production stopped for recovery.,Probable,4271.30,20.51,575.63,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000027,2023-04-03,929
LE000236,C3,2025-10-22T08:15:00,2025-10-22T09:30:00,1.25,Recovery & Utilities,Utilities,SYS-RU-UTL-STM,Steam Distribution,PLT-RU-UTL-STM,TT-UTL-STM-01,Area,Area Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; area operation stopped and mill output reduced.,Confirmed,4038.82,2158.40,97.94,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000873,2025-03-14,222
LE000237,C3,2025-10-23T09:15:00,2025-10-23T18:45:00,9.50,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,PLT-FL-BLE-TWR,AG-BLE-TWR-01,Area,Area Shutdown,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; area operation stopped and mill output reduced.,Probable,4198.46,1682.61,995.86,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0001078,2025-08-05,Mechanical,,MONITOR_CONDITION,Inspection only,R7,7,79,N0000302,2023-10-18,736
LE000238,C3,2025-10-29T06:30:00,2025-10-29T09:30:00,3.00,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,PLT-FL-WSH-SCR,DPIT-WSH-SCR-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4191.25,2923.62,158.45,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0001175,2025-10-26,Instrumentation,,,,R9,9,3,N0000960,2025-04-28,184
LE000239,C3,2025-11-02T05:00:00,2025-11-02T12:30:00,7.50,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,PLT-FL-DIG-CHP,CNV-DIG-CHP-01,Area,Area Shutdown,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; area operation stopped and mill output reduced.,Probable,4120.92,1911.44,690.46,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000802,2025-05-03,183
LE000240,C3,2025-11-02T22:15:00,2025-11-03T19:30:00,21.25,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,PLT-RU-RB-SMT,M-RB-SMT-01,System,Production Rate Reduction,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; mill throughput reduced during stabilization.,Under Investigation,4240.54,3445.98,703.52,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
