notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id,island,area,system_id,system_name,asset_type,asset_criticality,converted_to_order,closed_without_order,confirmed_closed_without_order,unconfirmed_closed_without_order,recurrent_notification,days_since_previous_same_defect,notification_age_days,days_to_order,execution_lead_days,active_backlog,risk_class,risk_sort_order,defect_status,maintenance_response_state
N0000039,,PLT-FL-BLE-DOS,P-BLE-DOS-01,2023-01-29,3,Operator Report,Bleaching - Operations,,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,BLE-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.36,107.79,,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,Dosing Pump,B,FALSE,TRUE,FALSE,TRUE,FALSE,,1021,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000040,WO0000021,PLT-FL-DRY-DRS,FAN-DRY-DRS-01,2023-01-31,3,Operator Route,Drying - Operations,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,Lubrication,DRY-LUBRICATION,Closed,2023-02-04,PM02,Completed,2023-03-22,2023-03-23,2023-03-22,2023-03-23,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,13.69,9807.06,,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,Fan,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1019,4,51,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000041,,PLT-RU-CAU-WLC,FV-CAU-WLC-01,2023-01-31,3,Operator Report,Causticizing - Operations,,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,CAU-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.05,241.78,,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,Control Valve,A,FALSE,TRUE,TRUE,FALSE,FALSE,,1019,,,FALSE,R5,5,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000042,WO0000022,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,2023-01-31,3,Operator Report,Drying - Operations,,Hydraulic header pressure oscillates under steady demand.,HYD_PRESS_INSTABILITY,HYD_PRESS_INSTABILITY,Hydraulics,,DRY-HYDRAULICS,Closed,2023-02-02,PM02,Completed,2023-04-04,2023-04-05,2023-04-04,2023-04-05,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.43,128.58,,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,Hydraulic Power Unit,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1019,2,64,FALSE,R5,5,Defect,MONITOR_CONDITION
N0000043,WO0000023,PLT-RU-RB-SMT,M-RB-SMT-01,2023-01-31,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,RB-ELECTRICAL,Closed,2023-02-05,PM02,Completed,2023-03-17,2023-03-19,2023-03-17,2023-03-19,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,14.33,9243.75,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1019,5,47,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000044,WO0000024,PLT-FL-DIG-CIR,P-DIG-CIR-01,2023-01-31,3,Operator Report,Digester - Operations,,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DIG-MECHANICAL,Closed,2023-02-01,PM02,Completed,2023-04-05,2023-04-05,2023-04-05,2023-04-05,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.00,208.72,,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1019,1,64,FALSE,R5,5,Defect,MONITOR_CONDITION
N0000045,,PLT-FL-DRY-LUB,LU-DRY-LUB-01,2023-02-02,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,DRY-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.82,323.10,,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,Lubrication Unit,A,FALSE,TRUE,FALSE,TRUE,FALSE,,1017,,,FALSE,R2,2,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000046,,PLT-RU-RB-AIR,M-RB-AIR-01,2023-02-05,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,RB-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.95,214.64,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,,1014,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000047,,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2023-02-06,2,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.02,193.64,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,Drive,A,FALSE,TRUE,FALSE,TRUE,FALSE,,1013,,,FALSE,R2,2,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000048,WO0000025,PLT-RU-CAU-WLC,P-CAU-WLC-01,2023-02-06,3,Operator Report,Causticizing - Operations,,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,CAU-MECHANICAL,Closed,2023-02-09,PM02,Completed,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,21.69,15346.73,,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1013,3,52,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000049,,PLT-RU-EVA-CIR,P-EVA-CIR-01,2023-02-06,2,Planned Inspection,Evaporation - Inspection,Planned Inspection,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,EVA-MECHANICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.77,142.64,,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,Pump,B,FALSE,TRUE,TRUE,FALSE,FALSE,,1013,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000050,WO0000026,PLT-RU-EVA-VAC,VAC-EVA-VAC-01,2023-02-07,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,EVA-MECHANICAL,Closed,2023-02-09,PM02,Completed,2023-04-28,2023-04-30,2023-04-28,2023-04-30,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,7.13,2548.14,,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,Vacuum System,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1012,2,82,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000051,WO0000027,PLT-RU-CAU-WLC,FT-CAU-WLC-01,2023-02-08,3,Operator Report,Causticizing - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,CAU-AUTOMATION,Closed,2023-02-12,PM02,Completed,2023-03-26,2023-03-26,2023-03-26,2023-03-26,2,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,8.16,6623.37,,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,Flow Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1011,4,46,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000052,WO0000028,PLT-RU-EVA-BLF,M-EVA-BLF-01,2023-02-08,3,Process Alarm,Evaporation - Control Room,Process / Control Monitoring,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,EVA-ELECTRICAL,Closed,2023-02-09,PM02,Completed,2023-03-11,2023-03-12,2023-03-11,2023-03-12,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.02,1230.22,,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1011,1,32,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000053,WO0000029,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2023-02-10,1,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,LIM-MECHANICAL,Closed,2023-02-15,CM01,Completed,2023-03-01,2023-03-03,2023-03-01,2023-03-03,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,10.87,3886.30,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Burner,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1009,5,21,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000054,,PLT-FL-DIG-IMP,M-DIG-IMP-01,2023-02-10,3,Condition Monitoring,Digester - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Condition Monitoring,,DIG-CONDITION_MONITORING,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.31,243.17,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Motor,A,FALSE,TRUE,TRUE,FALSE,FALSE,,1009,,,FALSE,R5,5,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000055,,PLT-FL-DRY-FOR,M-DRY-FOR-01,2023-02-10,3,Operator Route,Drying - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,DRY-CONDITION_MONITORING,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.73,161.26,,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,Motor,A,FALSE,TRUE,TRUE,FALSE,FALSE,,1009,,,FALSE,R5,5,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000056,WO0000030,PLT-FL-DRY-SHT,M-DRY-SHT-01,2023-02-10,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,DRY-ELECTRICAL,Closed,2023-02-11,PM02,Completed,2023-03-31,2023-04-02,2023-03-31,2023-04-02,1,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,2.97,726.58,,Fiber Line,Drying,SYS-FL-DRY-SHT,Sheet Handling / Cutter,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1009,1,51,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000057,WO0000031,PLT-RU-RB-BLF,P-RB-BLF-01,2023-02-10,1,Operator Report,Recovery Boiler - Operations,,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Condition Monitoring,,RB-CONDITION_MONITORING,Closed,2023-02-13,CM01,Completed,2023-02-15,2023-02-17,2023-02-15,2023-02-17,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.47,1613.95,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1009,3,7,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000058,WO0000032,PLT-FL-BLE-STW,P-BLE-STW-01,2023-02-12,1,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,BLE-MECHANICAL,Closed,2023-02-16,CM01,Completed,2023-02-18,2023-02-19,2023-02-18,2023-02-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.73,11129.31,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1007,4,7,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000059,,PLT-RU-UTL-STM,TT-UTL-STM-01,2023-02-14,2,Operator Report,Utilities - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,UTL-AUTOMATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.34,138.99,,Recovery & Utilities,Utilities,SYS-RU-UTL-STM,Steam Distribution,Temperature Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,,1005,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000060,,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2023-02-15,3,Operator Report,Bleaching - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,BLE-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.94,336.74,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Agitator,B,FALSE,TRUE,TRUE,FALSE,FALSE,,1004,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000061,,PLT-FL-BLE-STW,M-BLE-STW-01,2023-02-15,3,Operator Route,Bleaching - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,BLE-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.88,366.66,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Motor,B,FALSE,TRUE,FALSE,TRUE,FALSE,,1004,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000062,WO0000033,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2023-02-17,3,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,UTL-MECHANICAL,Closed,2023-02-19,PM02,Completed,2023-03-24,2023-03-25,2023-03-24,2023-03-25,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.16,3989.03,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Compressor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,1002,2,36,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000063,WO0000034,PLT-FL-BLE-CHM,FT-BLE-CHM-01,2023-02-17,1,Operator Route,Bleaching - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,BLE-INSTRUMENTATION,Closed,2023-02-22,CM01,Completed,2023-03-14,2023-03-14,2023-03-14,2023-03-14,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.22,1538.80,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Flow Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,1002,5,25,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000064,,PLT-FL-WSH-BSW,P-WSH-BSW-01,2023-02-19,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.56,121.62,,Fiber Line,Washing & Screening,SYS-FL-WSH-BSW,Brownstock Washing,Pump,B,FALSE,TRUE,FALSE,TRUE,FALSE,,1000,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000065,WO0000035,PLT-FL-DIG-DIS,P-DIG-DIS-01,2023-02-21,3,Condition Monitoring,Digester - Condition Monitoring,Predictive Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Condition Monitoring,,DIG-CONDITION_MONITORING,Closed,2023-02-26,PM02,Completed,2023-03-22,2023-03-24,2023-03-22,2023-03-24,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.70,339.59,,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,998,5,31,FALSE,R5,5,Defect,MONITOR_CONDITION
N0000066,,PLT-FL-WSH-BSW,DRV-WSH-BSW-01,2023-02-22,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,Lubrication,WSH-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.41,127.37,,Fiber Line,Washing & Screening,SYS-FL-WSH-BSW,Brownstock Washing,Drive,B,FALSE,TRUE,FALSE,TRUE,FALSE,,997,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000067,WO0000036,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2023-02-25,3,Operator Route,Bleaching - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,BLE-MECHANICAL,Closed,2023-03-02,PM02,Completed,2023-05-15,2023-05-16,2023-05-15,2023-05-16,2,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,6.12,2186.27,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Agitator,B,TRUE,FALSE,FALSE,FALSE,FALSE,,994,5,80,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000068,,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,2023-02-26,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.32,99.82,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Screen,B,FALSE,TRUE,FALSE,TRUE,FALSE,,993,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000069,WO0000037,PLT-RU-UTL-BFW,M-UTL-BFW-01,2023-02-27,2,Operator Route,Utilities - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,UTL-ELECTRICAL,Closed,2023-03-01,PM02,Completed,2023-03-08,2023-03-09,2023-03-08,2023-03-09,0,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,32.56,31364.88,,Recovery & Utilities,Utilities,SYS-RU-UTL-BFW,Boiler Feedwater,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,992,2,10,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000070,,PLT-FL-WSH-BSW,M-WSH-BSW-01,2023-02-27,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.67,288.38,,Fiber Line,Washing & Screening,SYS-FL-WSH-BSW,Brownstock Washing,Motor,B,FALSE,TRUE,FALSE,TRUE,FALSE,,992,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000071,WO0000038,PLT-FL-DRY-FOR,P-DRY-FOR-01,2023-02-27,3,Condition Monitoring,Drying - Condition Monitoring,Predictive Route,Leakage at shaft seal.,SEAL_LEAKAGE,SEAL_LEAKAGE,Mechanical,,DRY-MECHANICAL,Closed,2023-02-28,PM02,Completed,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,13.61,10137.22,,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,992,1,35,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000072,WO0000039,PLT-RU-LIM-LMF,M-LIM-LMF-01,2023-02-28,2,Operator Route,Lime Kiln - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,LIM-CONDITION_MONITORING,Closed,2023-03-05,PM02,Completed,2023-03-25,2023-03-26,2023-03-25,2023-03-26,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.69,155.52,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,991,5,26,FALSE,R4,4,Defect almost failure,MONITOR_CONDITION
N0000073,,PLT-FL-WSH-KNR,M-WSH-KNR-01,2023-02-28,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.83,150.66,,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,Motor,B,FALSE,TRUE,FALSE,TRUE,FALSE,,991,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
