notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0000058,WO0000032,PLT-FL-BLE-STW,P-BLE-STW-01,2023-02-12,1,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,BLE-MECHANICAL,Closed,2023-02-16,CM01,Completed,2023-02-18,2023-02-19,2023-02-18,2023-02-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.73,11129.31,
N0000059,,PLT-RU-UTL-STM,TT-UTL-STM-01,2023-02-14,2,Operator Report,Utilities - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,UTL-AUTOMATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.34,138.99,
N0000060,,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2023-02-15,3,Operator Report,Bleaching - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,BLE-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.94,336.74,
N0000061,,PLT-FL-BLE-STW,M-BLE-STW-01,2023-02-15,3,Operator Route,Bleaching - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,BLE-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.88,366.66,
N0000062,WO0000033,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2023-02-17,3,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,UTL-MECHANICAL,Closed,2023-02-19,PM02,Completed,2023-03-24,2023-03-25,2023-03-24,2023-03-25,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.16,3989.03,
N0000063,WO0000034,PLT-FL-BLE-CHM,FT-BLE-CHM-01,2023-02-17,1,Operator Route,Bleaching - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,BLE-INSTRUMENTATION,Closed,2023-02-22,CM01,Completed,2023-03-14,2023-03-14,2023-03-14,2023-03-14,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.22,1538.80,
N0000064,,PLT-FL-WSH-BSW,P-WSH-BSW-01,2023-02-19,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.56,121.62,
N0000065,WO0000035,PLT-FL-DIG-DIS,P-DIG-DIS-01,2023-02-21,3,Condition Monitoring,Digester - Condition Monitoring,Predictive Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Condition Monitoring,,DIG-CONDITION_MONITORING,Closed,2023-02-26,PM02,Completed,2023-03-22,2023-03-24,2023-03-22,2023-03-24,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.70,339.59,
N0000066,,PLT-FL-WSH-BSW,DRV-WSH-BSW-01,2023-02-22,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,Lubrication,WSH-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.41,127.37,
N0000067,WO0000036,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2023-02-25,3,Operator Route,Bleaching - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,BLE-MECHANICAL,Closed,2023-03-02,PM02,Completed,2023-05-15,2023-05-16,2023-05-15,2023-05-16,2,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,6.12,2186.27,
N0000068,,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,2023-02-26,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.32,99.82,
N0000069,WO0000037,PLT-RU-UTL-BFW,M-UTL-BFW-01,2023-02-27,2,Operator Route,Utilities - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,UTL-ELECTRICAL,Closed,2023-03-01,PM02,Completed,2023-03-08,2023-03-09,2023-03-08,2023-03-09,0,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,32.56,31364.88,
N0000070,,PLT-FL-WSH-BSW,M-WSH-BSW-01,2023-02-27,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.67,288.38,
N0000071,WO0000038,PLT-FL-DRY-FOR,P-DRY-FOR-01,2023-02-27,3,Condition Monitoring,Drying - Condition Monitoring,Predictive Route,Leakage at shaft seal.,SEAL_LEAKAGE,SEAL_LEAKAGE,Mechanical,,DRY-MECHANICAL,Closed,2023-02-28,PM02,Completed,2023-04-03,2023-04-03,2023-04-03,2023-04-03,2,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,13.61,10137.22,
N0000072,WO0000039,PLT-RU-LIM-LMF,M-LIM-LMF-01,2023-02-28,2,Operator Route,Lime Kiln - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,LIM-CONDITION_MONITORING,Closed,2023-03-05,PM02,Completed,2023-03-25,2023-03-26,2023-03-25,2023-03-26,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.69,155.52,
N0000073,,PLT-FL-WSH-KNR,M-WSH-KNR-01,2023-02-28,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.83,150.66,
N0000074,,PLT-FL-WSH-FIL,P-WSH-FIL-01,2023-02-28,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,Lubrication,WSH-LUBRICATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.41,114.36,
N0000075,WO0000040,PLT-RU-EVA-CIR,PV-EVA-CIR-01,2023-02-28,2,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Instrumentation,Valves,EVA-VALVES,Closed,2023-02-28,PM02,Completed,2023-03-17,2023-03-18,2023-03-17,2023-03-18,0,WORK_COMPLETED,Corrective scope executed and checked.,Valve overhaul,Valve overhaul performed; post-work functional check within tolerance.,TRUE,16.76,13601.24,
N0000076,WO0000041,PLT-RU-LIM-DRV,GB-LIM-DRV-01,2023-03-01,2,Operator Route,Lime Kiln - Operations,Sensory Route,Gearbox oil temperature above normal trend.,GEARBOX_OVERHEATING,GEARBOX_OVERHEATING,Condition Monitoring,,LIM-CONDITION_MONITORING,Closed,2023-03-04,PM02,Completed,2023-03-30,2023-03-31,2023-03-30,2023-03-31,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,4.19,2005.61,
N0000077,,PLT-FL-WSH-FIL,M-WSH-FIL-01,2023-03-01,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.31,257.63,
N0000078,WO0000042,PLT-RU-UTL-ELD,MCC-UTL-ELD-01,2023-03-03,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Electrical,,UTL-ELECTRICAL,Closed,2023-03-05,PM02,Completed,2023-04-13,2023-04-14,2023-04-13,2023-04-14,0,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,11.27,3325.20,
N0000079,,PLT-RU-RB-STM,PSHH-RB-STM-01,2023-03-03,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.28,217.78,
N0000080,,PLT-RU-LIM-IDF,DV-LIM-IDF-01,2023-03-05,3,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Instrumentation,,LIM-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.86,201.76,
N0000081,WO0000043,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2023-03-05,1,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,WSH-AUTOMATION,Closed,2023-03-07,CM01,Completed,2023-03-10,2023-03-10,2023-03-10,2023-03-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.83,1423.45,
N0000082,,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2023-03-06,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,WSH-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.52,148.34,
N0000083,WO0000044,PLT-FL-WSH-BSW,M-WSH-BSW-01,2023-03-06,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,WSH-ELECTRICAL,Closed,2023-03-10,PM02,Completed,2023-04-08,2023-04-08,2023-04-08,2023-04-08,2,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,17.73,17076.27,
N0000084,WO0000045,PLT-RU-EVA-CIR,PT-EVA-CIR-01,2023-03-07,3,Operator Route,Evaporation - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,EVA-INSTRUMENTATION,Closed,2023-03-09,PM02,Completed,2023-05-24,2023-05-24,2023-05-24,2023-05-24,2,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Inspected and recorded readings; no component correction performed.,FALSE,0.75,158.59,
N0000085,WO0000046,PLT-RU-LIM-LMF,M-LIM-LMF-01,2023-03-08,2,Operator Route,Lime Kiln - Operations,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,LIM-ELECTRICAL,Closed,2023-03-10,PM02,Completed,2023-04-06,2023-04-07,2023-04-06,2023-04-07,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,16.60,10709.32,
N0000086,WO0000047,PLT-RU-UTL-CWT,P-UTL-CWT-01,2023-03-10,3,Process Alarm,Utilities - Control Room,Process / Control Monitoring,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,UTL-MECHANICAL,Closed,2023-03-11,PM02,Completed,2023-04-16,2023-04-16,2023-04-16,2023-04-16,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,3.51,929.21,
N0000087,WO0000048,PLT-RU-UTL-PWT,FV-UTL-PWT-01,2023-03-11,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,UTL-VALVES,Closed,2023-03-16,PM02,Completed,2023-04-02,2023-04-03,2023-04-02,2023-04-03,0,WORK_COMPLETED,Corrective scope executed and checked.,Valve overhaul,Valve overhaul performed; post-work functional check within tolerance.,TRUE,18.81,15270.77,
N0000088,,PLT-RU-UTL-PWT,FV-UTL-PWT-01,2023-03-12,2,Operator Route,Utilities - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,UTL-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.13,220.45,
N0000089,WO0000049,PLT-FL-DIG-CHP,M-DIG-CHP-01,2023-03-13,3,Operator Route,Digester - Operations,Sensory Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,DIG-LUBRICATION,Closed,2023-03-17,PM02,Completed,2023-04-20,2023-04-22,2023-04-20,2023-04-22,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,1.83,904.41,
N0000090,,PLT-FL-WSH-KNR,M-WSH-KNR-01,2023-03-13,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,WSH-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.51,313.01,
N0000091,,PLT-FL-WSH-BSW,FV-WSH-BSW-01,2023-03-14,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,WSH-VALVES,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.86,358.42,
N0000092,WO0000050,PLT-FL-DIG-IMP,M-DIG-IMP-01,2023-03-15,3,Planned Inspection,Digester - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,DIG-ELECTRICAL,Closed,2023-03-20,PM02,Completed,2023-04-05,2023-04-06,2023-04-05,2023-04-06,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,2.62,641.08,
N0000093,WO0000051,PLT-RU-CAU-WLC,M-CAU-WLC-01,2023-03-16,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,CAU-LUBRICATION,Closed,2023-03-16,PM02,Completed,2023-05-03,2023-05-05,2023-05-03,2023-05-05,2,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,1.86,920.48,
N0000094,WO0000052,PLT-RU-LIM-LMF,M-LIM-LMF-01,2023-03-18,3,Condition Monitoring,Lime Kiln - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,LIM-ELECTRICAL,Closed,2023-03-21,PM02,Completed,2023-04-24,2023-04-25,2023-04-24,2023-04-25,2,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,27.82,26797.98,
N0000095,,PLT-FL-WSH-SCR,DPIT-WSH-SCR-01,2023-03-19,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,WSH-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.62,273.92,
N0000096,WO0000053,PLT-FL-DRY-DRS,M-DRY-DRS-01,2023-03-20,3,Planned Inspection,Drying - Inspection,Planned Inspection,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,DRY-ELECTRICAL,Closed,2023-03-25,PM02,Completed,2023-05-08,2023-05-10,2023-05-08,2023-05-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.59,1647.95,
N0000097,,PLT-FL-BLE-STW,DPIT-BLE-STW-01,2023-03-22,2,Operator Route,Bleaching - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,BLE-INSTRUMENTATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.18,250.14,
N0000098,,PLT-FL-WSH-FIL,FV-WSH-FIL-01,2023-03-22,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,WSH-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.47,135.02,
N0000099,,PLT-RU-EVA-CON,LT-EVA-CON-01,2023-03-24,3,Operator Report,Evaporation - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,EVA-AUTOMATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.73,286.99,
